489,65
360,970
170,230
821,809
296,516
481,57
12,334
703,415
598,674
163,332
648,109
10,286
72,370
285,757
553,595
5,147
647,108
398,23
748,478
544,517
203,173
317,948
692,727
303,846
101,270
206,167
479,55
779,858
643,324
274,573
13,150
953,981
248,586
789,887
500,32
546,398
808,777
605,74
926,756
423,129
155,198
59,256
982,725
255,565
280,717
455,394
412,92
497,29
560,844
749,591
181,358
266,468
117,259
892,994
596,872
839,588
835,474
106,183
646,107
470,46
944,842
450,390
213,101
290,870
836,841
706,467
192,149
396,21
567,476
400,80
704,424
199,159
201,275
30,175
948,461
97,160
708,788
482,58
562,479
694,498
121,369
496,28
913,487
475,50
198,383
103,366
220,780
137,373
256,705
187,330
435,142
228,949
51,349
376,473
543,878
130,201
934,906
601,70
341,486
507,632
747,608
616,122
900,720
183,227
512,686
998,959
781,638
921,646
868,664
597,645
595,718
700,483
969,852
451,392
630,311
816,457
56,352
397,22
884,934
9,283
287,802
304,553
33,276
111,236
272,751
119,343
958,528
656,328
822,969
355,558
31,163
752,771
371,726
363,977
348,875
105,265
550,590
365,975
227,620
916,637
463,39
654,115
736,937
57,272
61,277
218,763
831,789
191,213
302,493
945,647
995,504
332,687
728,781
823,666
516,583
88,158
723,825
1,212
828,659
171,257
265,436
122,196
433,140
148,248
38,339
43,361
661,544
733,935
269,627
152,289
282,867
216,103
580,584
169,180
305,703
688,449
612,118
453,396
391,16
315,548
955,993
526,704
46,233
222,401
515,827
99,376
440,146
658,606
802,922
94,284
342,889
575,475
366,978
329,984
608,77
960,610
142,254
817,636
763,662
493,25
819,463
149,215
459,35
768,741
619,125
799,787
682,425
364,973
449,1
615,121
984,445
993,702
314,532
594,678
540,764
388,13
44,179
755,522
327,989
990,438
289,660
981,983
820,533
495,27
983,644
975,750
710,865
65,176
563,694
583,695
548,798
843,925
539,413
2,250
679,821
717,421
860,920
577,761
587,676
26,194
668,897
293,612
333,881
818,899
517,426
234,554
245,403
527,826
824,869
380,730
448,0
288,866
683,580
681,888
467,43
488,64
600,69
657,329
672,469
75,292
885,991
161,346
591,607
378,784
954,572
446,389
359,979
919,654
340,420
399,24
214,102
542,508
66,280
39,359
41,165
382,7
719,525
667,760
737,938
922,733
842,707
484,60
528,531
36,380
847,982
625,305
185,355
760,503
592,818
300,495
238,472
205,293
774,816
112,195
911,904
889,481
295,431
167,260
424,130
718,460
987,622
503,696
620,300
461,37
427,133
283,675
832,465
572,592
230,895
411,91
702,582
345,546
175,208
826,488
558,786
90,192
793,834
219,879
716,649
96,228
373,621
972,630
695,598
428,134
87,185
538,471
367,974
607,76
150,267
966,419
240,484
242,510
457,33
20,177
223,310
328,998
108,199
573,836
389,14
417,97
554,856
638,319
878,549
309,765
751,412
734,945
813,619
840,722
968,885
722,912
887,721
937,775
743,944
8,350
994,557
343,594
311,861
284,734
996,767
571,746
86,153
565,739
846,414
713,915
739,940
98,152
742,943
674,849
782,712
420,100
541,744
434,141
569,758
71,190
393,18
146,341
168,388
316,894
732,437
330,987
136,372
788,713
829,964
965,529
766,416
501,902
494,26
52,335
833,540
140,222
506,801
624,304
17,166
480,56
765,868
838,448
670,567
73,298
660,651
174,377
350,684
691,832
190,219
699,863
746,794
204,269
113,238
67,223
669,521
956,830
381,491
905,896
195,220
914,680
472,48
798,542
863,961
262,820
21,148
653,114
419,99
436,143
505,691
775,796
357,986
95,367
738,939
237,625
928,482
579,464
233,812
709,860
886,466
369,499
100,338
589,795
386,11
899,965
881,874
973,928
561,600
406,86
547,480
644,325
794,900
903,905
125,184
372,740
178,258
693,762
162,295
114,240
246,833
193,385
131,162
84,288
251,450
785,850
154,273
322,954
962,611
780,643
29,290
144,186
197,156
354,776
156,333
792,927
807,551
621,301
721,716
977,848
949,790
229,404
778,455
129,242
639,320
756,568
93,216
128,331
979,605
584,677
385,10
776,440
215,104
147,261
268,609
226,579
243,628
4,217
138,209
611,126
685,663
281,864
127,232
741,942
182,336
551,681
375,512
609,78
690,668
351,699
891,618
772,615
904,427
486,62
655,116
421,127
323,955
626,306
58,187
991,971
666,534
454,397
250,657
827,840
153,214
7,285
337,641
319,951
665,882
286,829
686,624
276,665
45,268
906,418
963,728
47,356
15,362
812,924
14,249
864,524
912,992
566,571
663,859
918,556
957,898
25,202
491,67
796,501
292,603
877,995
0,278
306,423
696,634
939,451
278,555
856,732
909,514
277,803
570,753
844,411
634,315
947,963
801,601
312,526
680,839
34,299
910,578
651,112
952,960
485,61
458,34
951,773
426,131
54,282
664,891
324,956
157,200
510,673
830,907
871,459
641,322
534,837
815,958
614,120
872,930
145,205
430,137
552,916
209,182
925,715
650,111
394,19
160,161
339,822
754,679
895,400
724,581
898,903
894,585
556,800
851,669
401,81
927,893
48,266
60,294
387,12
764,876
504,589
705,454
392,17
744,946
118,181
374,587
974,932
873,883
576,807
200,287
769,614
236,814
931,919
804,452
115,155
465,41
235,576
697,506
532,447
444,5
853,667
623,303
676,406
985,806
511,545
499,31
210,235
416,96
253,444
622,302
347,566
395,20
134,371
244,724
559,613
212,105
139,243
773,921
866,629
929,917
564,723
49,264
263,408
535,633
159,188
989,884
78,241
602,71
593,862
521,409
784,433
869,688
711,562
468,44
930,719
74,384
80,348
349,593
384,9
247,913
603,72
890,477
477,53
999,543
848,439
172,151
336,577
439,145
326,988
997,824
797,966
166,344
425,132
422,128
68,154
133,210
431,138
888,999
633,314
964,759
568,843
352,432
520,778
720,489
53,375
196,263
179,164
809,838
932,442
483,59
92,224
124,207
383,8
805,962
275,575
331,990
279,569
715,458
404,84
135,274
606,75
307,857
224,327
408,88
761,492
874,653
452,393
23,386
529,823
640,321
707,509
879,655
267,511
132,255
814,911
518,769
531,635
64,351
549,527
273,817
940,443
533,745
202,374
795,552
757,855
841,709
180,168
652,113
509,782
107,345
852,399
409,89
642,323
81,245
258,791
301,648
677,873
671,909
158,279
855,523
173,281
938,748
83,253
861,749
862,754
537,456
225,117
189,291
980,997
574,714
471,47
519,685
618,124
908,434
24,178
803,819
42,157
942,797
767,931
318,950
211,360
16,246
897,519
344,402
976,639
758,697
712,500
143,206
941,701
37,364
358,972
403,83
353,683
759,770
637,318
806,429
513,828
469,45
321,953
55,204
875,768
102,296
978,502
770,926
325,957
907,430
241,871
943,851
82,365
645,326
659,550
3,193
69,262
627,307
474,49
870,658
260,561
294,690
490,66
632,313
675,813
390,15
334,494
231,405
335,541
753,923
308,559
662,766
104,169
407,87
586,783
498,30
254,671
678,706
857,810
443,4
935,890
777,518
116,221
261,547
40,251
492,68
270,656
858,968
714,536
232,417
961,779
208,297
410,90
726,877
882,711
628,308
76,170
729,599
859,752
588,785
338,642
432,139
310,831
893,631
188,171
735,936
923,602
876,700
19,172
730,729
896,538
631,312
880,515
629,309
557,886
259,670
971,539
502,908
800,496
264,407
837,738
464,40
740,941
217,106
445,6
176,247
673,505
524,604
936,689
787,737
456,395
370,623
508,650
77,342
271,661
91,382
525,835
22,357
536,755
473,51
379,792
585,772
920,692
79,340
727,672
413,93
361,980
249,847
320,952
429,135
599,815
617,123
530,845
811,996
346,513
731,708
151,189
902,854
762,640
992,933
28,229
252,537
126,252
120,354
698,682
901,490
725,799
970,570
18,218
418,98
791,574
89,211
415,95
62,174
924,808
441,2
221,805
790,918
447,391
581,616
313,736
687,410
867,793
750,774
164,347
368,596
177,363
141,378
362,976
578,535
745,947
257,428
402,82
701,743
783,560
883,435
478,54
35,197
590,470
291,880
967,929
917,617
635,316
613,119
950,910
604,73
85,239
377,731
845,747
70,203
933,563
786,597
460,36
6,387
771,901
442,3
946,967
850,462
298,564
414,94
555,742
32,191
825,693
405,85
636,317
297,520
649,110
165,379
11,353
487,63
239,914
438,144
27,271
50,225
865,652
194,337
299,453
988,853
689,497
184,368
437,136
545,626
834,446
123,231
986,485
476,52
959,804
63,234
522,530
810,441
684,698
110,381
466,42
462,38
610,79
854,735
523,892
514,811
186,237
915,422
849,710
109,244
356,985
207,226
582,507
